epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,206.455,0.53339,0.4538,0.84531,0.96363,0.97702,0.98499,0.90247,0.40882,0.33513,0.79391,0.001151,0.001151,0.001151
14,221.125,0.5206,0.4353,0.84129,0.93492,0.94977,0.96623,0.89458,0.39585,0.42415,0.79518,0.00114275,0.00114275,0.00114275
15,235.867,0.51385,0.43125,0.84136,0.96317,0.97985,0.98056,0.92145,0.358,0.32504,0.78376,0.0011345,0.0011345,0.0011345
16,251.036,0.50164,0.40693,0.83657,0.98447,0.9828,0.98737,0.91705,0.40293,0.31161,0.78493,0.00112625,0.00112625,0.00112625
17,266.249,0.50121,0.40788,0.83661,0.97628,0.97372,0.98568,0.92056,0.38175,0.30989,0.78741,0.001118,0.001118,0.001118
18,281.793,0.49794,0.4066,0.83658,0.98833,0.97185,0.98948,0.93147,0.35086,0.29041,0.78743,0.00110975,0.00110975,0.00110975
19,296.677,0.49878,0.40286,0.83576,0.9525,0.98716,0.98608,0.92743,0.35246,0.31707,0.78613,0.0011015,0.0011015,0.0011015
20,311.52,0.49302,0.38811,0.83546,0.97615,0.97284,0.98455,0.92612,0.34894,0.2979,0.78522,0.00109325,0.00109325,0.00109325
21,326.324,0.49031,0.38503,0.83563,0.97928,0.98374,0.98613,0.93059,0.35463,0.28718,0.78751,0.001085,0.001085,0.001085
22,342.1,0.48584,0.37896,0.83533,0.96648,0.98422,0.98704,0.93136,0.34627,0.29915,0.78086,0.00107675,0.00107675,0.00107675
23,357.3,0.47388,0.38053,0.83147,0.98148,0.98886,0.9892,0.9361,0.33795,0.2821,0.78317,0.0010685,0.0010685,0.0010685
24,372.555,0.47329,0.38193,0.8309,0.96137,0.98222,0.98572,0.92516,0.34508,0.29401,0.78689,0.00106025,0.00106025,0.00106025
25,387.714,0.47976,0.36832,0.83363,0.98682,0.98555,0.98705,0.93338,0.3481,0.27884,0.78217,0.001052,0.001052,0.001052
26,402.982,0.47926,0.36741,0.83484,0.98573,0.98387,0.98956,0.93971,0.33554,0.26826,0.78381,0.00104375,0.00104375,0.00104375
27,417.739,0.46338,0.35498,0.82913,0.98636,0.98266,0.98839,0.92826,0.35839,0.27408,0.78374,0.0010355,0.0010355,0.0010355
28,432.357,0.46325,0.3557,0.83215,0.98254,0.98847,0.98765,0.93195,0.34353,0.26992,0.78337,0.00102725,0.00102725,0.00102725
29,447.075,0.46128,0.35293,0.83085,0.98256,0.98131,0.98885,0.9302,0.34502,0.27502,0.78536,0.001019,0.001019,0.001019
30,461.724,0.45817,0.3469,0.83025,0.9791,0.98521,0.98778,0.94398,0.31374,0.26279,0.77866,0.00101075,0.00101075,0.00101075
31,476.744,0.45406,0.35777,0.82991,0.97884,0.9892,0.98805,0.93991,0.31354,0.25355,0.77928,0.0010025,0.0010025,0.0010025
32,491.564,0.45634,0.34941,0.82948,0.97295,0.98771,0.9887,0.94228,0.31927,0.25763,0.77848,0.00099425,0.00099425,0.00099425
33,506.258,0.45539,0.34816,0.82853,0.97435,0.98901,0.98703,0.93793,0.32238,0.25759,0.77819,0.000986,0.000986,0.000986
34,521.215,0.45117,0.33669,0.82824,0.97379,0.98928,0.98973,0.94166,0.31068,0.25913,0.77925,0.00097775,0.00097775,0.00097775
35,536.599,0.4479,0.34011,0.82586,0.97569,0.98294,0.98673,0.9434,0.31303,0.25542,0.77696,0.0009695,0.0009695,0.0009695
36,551.883,0.44303,0.33266,0.82428,0.98118,0.98695,0.9884,0.94545,0.31093,0.25363,0.7771,0.00096125,0.00096125,0.00096125
37,579.821,0.44705,0.33485,0.82589,0.97418,0.98578,0.98771,0.94154,0.31035,0.2582,0.77728,0.000953,0.000953,0.000953
38,611.54,0.4416,0.3264,0.8236,0.96209,0.98732,0.98801,0.93995,0.3158,0.26527,0.77926,0.00094475,0.00094475,0.00094475
39,643.029,0.44359,0.32888,0.82641,0.97647,0.98949,0.98744,0.94189,0.32806,0.24769,0.77885,0.0009365,0.0009365,0.0009365
40,674.6,0.43794,0.32666,0.82385,0.9738,0.9892,0.988,0.94493,0.30854,0.25714,0.77685,0.00092825,0.00092825,0.00092825
41,706.402,0.43624,0.32771,0.82564,0.97906,0.98643,0.98826,0.94521,0.30443,0.24887,0.77763,0.00092,0.00092,0.00092
42,738.795,0.45088,0.33145,0.82537,0.97551,0.98512,0.98813,0.94275,0.32002,0.25276,0.77634,0.00091175,0.00091175,0.00091175
43,770.858,0.43945,0.32628,0.82481,0.98042,0.98409,0.98972,0.94746,0.30035,0.24532,0.77637,0.0009035,0.0009035,0.0009035
44,802.858,0.43705,0.31707,0.82634,0.97406,0.98845,0.98984,0.94598,0.31484,0.2455,0.77687,0.00089525,0.00089525,0.00089525
45,834.668,0.43718,0.32277,0.82543,0.98563,0.98913,0.98804,0.94422,0.29474,0.235,0.77573,0.000887,0.000887,0.000887
46,866.415,0.42851,0.31335,0.82406,0.98524,0.98836,0.98889,0.94839,0.29284,0.23463,0.77368,0.00087875,0.00087875,0.00087875
47,897.469,0.4342,0.31188,0.82141,0.97595,0.98689,0.98821,0.94254,0.29968,0.24035,0.77449,0.0008705,0.0008705,0.0008705
48,928.801,0.43387,0.31751,0.82424,0.98054,0.98654,0.98949,0.94153,0.30382,0.23823,0.77722,0.00086225,0.00086225,0.00086225
49,960.195,0.43359,0.31619,0.82489,0.97588,0.98916,0.98881,0.94991,0.29443,0.23537,0.77275,0.000854,0.000854,0.000854
50,992.128,0.4317,0.31147,0.81977,0.98277,0.98755,0.98818,0.9418,0.29241,0.23488,0.77426,0.00084575,0.00084575,0.00084575
51,1024.63,0.42644,0.31937,0.8225,0.97916,0.98677,0.98814,0.94762,0.29961,0.24093,0.77562,0.0008375,0.0008375,0.0008375
52,1056.79,0.42516,0.31081,0.81858,0.98105,0.98466,0.98891,0.95043,0.29368,0.23636,0.77301,0.00082925,0.00082925,0.00082925
53,1089.1,0.42605,0.30495,0.8209,0.98596,0.98513,0.9905,0.95125,0.28314,0.22287,0.77276,0.000821,0.000821,0.000821
54,1111.16,0.42382,0.30704,0.82196,0.98728,0.98748,0.9895,0.94638,0.2869,0.22603,0.77521,0.00081275,0.00081275,0.00081275
55,1127.99,0.41881,0.29856,0.82072,0.98448,0.98434,0.989,0.95408,0.28382,0.22963,0.7735,0.0008045,0.0008045,0.0008045
56,1143.66,0.41349,0.30398,0.82119,0.98021,0.98515,0.98806,0.94706,0.28552,0.23145,0.77366,0.00079625,0.00079625,0.00079625
57,1163,0.42296,0.30538,0.8213,0.97375,0.98753,0.98859,0.94954,0.29005,0.2321,0.7749,0.000788,0.000788,0.000788
58,1179.4,0.41663,0.30501,0.82004,0.9853,0.98417,0.99015,0.95335,0.28929,0.22339,0.77394,0.00077975,0.00077975,0.00077975
59,1196.84,0.41856,0.29838,0.82195,0.98447,0.9885,0.99013,0.9532,0.28476,0.22094,0.77344,0.0007715,0.0007715,0.0007715
60,1212.95,0.41323,0.29716,0.81944,0.98852,0.98679,0.98882,0.95113,0.28548,0.21889,0.77305,0.00076325,0.00076325,0.00076325
61,1228.27,0.41612,0.29716,0.81903,0.98692,0.98965,0.98681,0.94691,0.29477,0.22359,0.7748,0.000755,0.000755,0.000755
62,1244.66,0.41338,0.29348,0.81871,0.98968,0.97965,0.98826,0.95221,0.27743,0.22344,0.77148,0.00074675,0.00074675,0.00074675
63,1262.18,0.41276,0.29395,0.81998,0.98639,0.98948,0.98786,0.94735,0.2865,0.21761,0.77258,0.0007385,0.0007385,0.0007385
64,1280.12,0.41039,0.29256,0.81741,0.98643,0.98947,0.98905,0.95214,0.27994,0.22079,0.77272,0.00073025,0.00073025,0.00073025
65,1295.74,0.40627,0.29207,0.81642,0.98445,0.98889,0.98838,0.95346,0.28068,0.22305,0.77181,0.000722,0.000722,0.000722
